To Dimension,Measure,Rank2,Rank,t,From Dimension
British Columbia,896,2,10,0.46,Prince Edward Island
Manitoba,99,3,10,0.46,Prince Edward Island
New Brunswick,1357,4,10,0.46,Prince Edward Island
Newfoundland and Labrador,275,5,10,0.46,Prince Edward Island
Northwest Territories,18,6,10,0.46,Prince Edward Island
Nova Scotia,1647,7,10,0.46,Prince Edward Island
Nunavut,33,8,10,0.46,Prince Edward Island
Ontario,4637,9,10,0.46,Prince Edward Island
Prince Edward Island,0,10,10,0.46,Prince Edward Island
Quebec,408,11,10,0.46,Prince Edward Island
Saskatchewan,113,12,10,0.46,Prince Edward Island
Yukon,20,13,10,0.46,Prince Edward Island
Alberta,11169,1,11,0.46,Quebec
British Columbia,11546,2,11,0.46,Quebec
Manitoba,2722,3,11,0.46,Quebec
New Brunswick,6004,4,11,0.46,Quebec
Newfoundland and Labrador,772,5,11,0.46,Quebec
Northwest Territories,238,6,11,0.46,Quebec
Nova Scotia,3859,7,11,0.46,Quebec
Nunavut,340,8,11,0.46,Quebec
Ontario,57655,9,11,0.46,Quebec
Prince Edward Island,922,10,11,0.46,Quebec
Quebec,0,11,11,0.46,Quebec
Saskatchewan,1203,12,11,0.46,Quebec
Yukon,339,13,11,0.46,Quebec
Alberta,30969,1,12,0.46,Saskatchewan
British Columbia,14588,2,12,0.46,Saskatchewan
Manitoba,4199,3,12,0.46,Saskatchewan
New Brunswick,640,4,12,0.46,Saskatchewan
Newfoundland and Labrador,280,5,12,0.46,Saskatchewan
Northwest Territories,160,6,12,0.46,Saskatchewan
Nova Scotia,1091,7,12,0.46,Saskatchewan
Nunavut,126,8,12,0.46,Saskatchewan
Ontario,15075,9,12,0.46,Saskatchewan
Prince Edward Island,203,10,12,0.46,Saskatchewan
Quebec,1201,11,12,0.46,Saskatchewan
Saskatchewan,0,12,12,0.46,Saskatchewan
Yukon,229,13,12,0.46,Saskatchewan
Alberta,1111,1,13,0.46,Yukon
British Columbia,1711,2,13,0.46,Yukon
Manitoba,80,3,13,0.46,Yukon
New Brunswick,115,4,13,0.46,Yukon
Newfoundland and Labrador,57,5,13,0.46,Yukon
Northwest Territories,187,6,13,0.46,Yukon
Nova Scotia,202,7,13,0.46,Yukon
Nunavut,34,8,13,0.46,Yukon
Ontario,731,9,13,0.46,Yukon
Prince Edward Island,33,10,13,0.46,Yukon
Quebec,233,11,13,0.46,Yukon
Saskatchewan,210,12,13,0.46,Yukon
Yukon,0,13,13,0.46,Yukon
Alberta,0,1,1,0.47,Alberta
British Columbia,81760,2,1,0.47,Alberta
Manitoba,7367,3,1,0.47,Alberta
New Brunswick,5190,4,1,0.47,Alberta
Newfoundland and Labrador,5076,5,1,0.47,Alberta
Northwest Territories,1652,6,1,0.47,Alberta
Nova Scotia,8759,7,1,0.47,Alberta
Nunavut,406,8,1,0.47,Alberta
Ontario,46365,9,1,0.47,Alberta
Prince Edward Island,1468,10,1,0.47,Alberta
Quebec,8157,11,1,0.47,Alberta
Saskatchewan,18781,12,1,0.47,Alberta
Yukon,971,13,1,0.47,Alberta
Alberta,86745,1,2,0.47,British Columbia
British Columbia,0,2,2,0.47,British Columbia
Manitoba,8002,3,2,0.47,British Columbia
New Brunswick,3253,4,2,0.47,British Columbia
Newfoundland and Labrador,1505,5,2,0.47,British Columbia
Northwest Territories,890,6,2,0.47,British Columbia
Nova Scotia,7513,7,2,0.47,British Columbia
Nunavut,187,8,2,0.47,British Columbia
Ontario,42749,9,2,0.47,British Columbia
Prince Edward Island,1224,10,2,0.47,British Columbia
Quebec,8465,11,2,0.47,British Columbia
Saskatchewan,8781,12,2,0.47,British Columbia
Yukon,1606,13,2,0.47,British Columbia
Alberta,18673,1,3,0.47,Manitoba
British Columbia,15402,2,3,0.47,Manitoba
Manitoba,0,3,3,0.47,Manitoba
New Brunswick,1027,4,3,0.47,Manitoba
Newfoundland and Labrador,355,5,3,0.47,Manitoba
Northwest Territories,140,6,3,0.47,Manitoba
Nova Scotia,1213,7,3,0.47,Manitoba
Nunavut,176,8,3,0.47,Manitoba
Ontario,20519,9,3,0.47,Manitoba
Prince Edward Island,206,10,3,0.47,Manitoba
Quebec,2952,11,3,0.47,Manitoba
Saskatchewan,5187,12,3,0.47,Manitoba
Yukon,107,13,3,0.47,Manitoba
Alberta,5256,1,4,0.47,New Brunswick
British Columbia,2372,2,4,0.47,New Brunswick
Manitoba,529,3,4,0.47,New Brunswick
New Brunswick,0,4,4,0.47,New Brunswick
Newfoundland and Labrador,1229,5,4,0.47,New Brunswick
Northwest Territories,144,6,4,0.47,New Brunswick
Nova Scotia,6679,7,4,0.47,New Brunswick
Nunavut,121,8,4,0.47,New Brunswick
Ontario,10579,9,4,0.47,New Brunswick
Prince Edward Island,1318,10,4,0.47,New Brunswick
Quebec,5815,11,4,0.47,New Brunswick
Saskatchewan,391,12,4,0.47,New Brunswick
Yukon,68,13,4,0.47,New Brunswick
Alberta,5785,1,5,0.47,Newfoundland and Labrador
British Columbia,1630,2,5,0.47,Newfoundland and Labrador
Manitoba,253,3,5,0.47,Newfoundland and Labrador
New Brunswick,1566,4,5,0.47,Newfoundland and Labrador
Newfoundland and Labrador,0,5,5,0.47,Newfoundland and Labrador
Northwest Territories,183,6,5,0.47,Newfoundland and Labrador
Nova Scotia,2691,7,5,0.47,Newfoundland and Labrador
Nunavut,154,8,5,0.47,Newfoundland and Labrador
Ontario,6515,9,5,0.47,Newfoundland and Labrador
Prince Edward Island,417,10,5,0.47,Newfoundland and Labrador
Quebec,762,11,5,0.47,Newfoundland and Labrador
Saskatchewan,337,12,5,0.47,Newfoundland and Labrador
Yukon,39,13,5,0.47,Newfoundland and Labrador
Alberta,2754,1,6,0.47,Northwest Territories
British Columbia,982,2,6,0.47,Northwest Territories
Manitoba,176,3,6,0.47,Northwest Territories
New Brunswick,206,4,6,0.47,Northwest Territories
Newfoundland and Labrador,318,5,6,0.47,Northwest Territories
Northwest Territories,0,6,6,0.47,Northwest Territories
Nova Scotia,329,7,6,0.47,Northwest Territories
Nunavut,188,8,6,0.47,Northwest Territories
Ontario,1024,9,6,0.47,Northwest Territories
Prince Edward Island,69,10,6,0.47,Northwest Territories
Quebec,323,11,6,0.47,Northwest Territories
Saskatchewan,251,12,6,0.47,Northwest Territories
Yukon,348,13,6,0.47,Northwest Territories
Alberta,8031,1,7,0.47,Nova Scotia
British Columbia,4857,2,7,0.47,Nova Scotia
Manitoba,670,3,7,0.47,Nova Scotia
New Brunswick,6434,4,7,0.47,Nova Scotia
Newfoundland and Labrador,2676,5,7,0.47,Nova Scotia
Northwest Territories,372,6,7,0.47,Nova Scotia
Nova Scotia,0,7,7,0.47,Nova Scotia
Nunavut,304,8,7,0.47,Nova Scotia
Ontario,16154,9,7,0.47,Nova Scotia
Prince Edward Island,2009,10,7,0.47,Nova Scotia
Quebec,2849,11,7,0.47,Nova Scotia
Saskatchewan,541,12,7,0.47,Nova Scotia
Yukon,123,13,7,0.47,Nova Scotia
Alberta,428,1,8,0.47,Nunavut
British Columbia,185,2,8,0.47,Nunavut
Manitoba,285,3,8,0.47,Nunavut
New Brunswick,140,4,8,0.47,Nunavut
Newfoundland and Labrador,216,5,8,0.47,Nunavut
Northwest Territories,268,6,8,0.47,Nunavut
Nova Scotia,322,7,8,0.47,Nunavut
Nunavut,0,8,8,0.47,Nunavut
Ontario,1506,9,8,0.47,Nunavut
Prince Edward Island,98,10,8,0.47,Nunavut
Quebec,394,11,8,0.47,Nunavut
Saskatchewan,133,12,8,0.47,Nunavut
Yukon,100,13,8,0.47,Nunavut
Alberta,84783,1,9,0.47,Ontario
British Columbia,66657,2,9,0.47,Ontario
Manitoba,19879,3,9,0.47,Ontario
New Brunswick,27002,4,9,0.47,Ontario
Newfoundland and Labrador,10505,5,9,0.47,Ontario
Northwest Territories,1411,6,9,0.47,Ontario
Nova Scotia,37521,7,9,0.47,Ontario
Nunavut,1346,8,9,0.47,Ontario
Ontario,0,9,9,0.47,Ontario
Prince Edward Island,7938,10,9,0.47,Ontario
Quebec,51099,11,9,0.47,Ontario
Saskatchewan,11082,12,9,0.47,Ontario
Yukon,1183,13,9,0.47,Ontario
Alberta,1838,1,10,0.47,Prince Edward Island
British Columbia,896,2,10,0.47,Prince Edward Island
Manitoba,99,3,10,0.47,Prince Edward Island
New Brunswick,1357,4,10,0.47,Prince Edward Island
Newfoundland and Labrador,275,5,10,0.47,Prince Edward Island
Northwest Territories,18,6,10,0.47,Prince Edward Island
Nova Scotia,1647,7,10,0.47,Prince Edward Island
Nunavut,33,8,10,0.47,Prince Edward Island
Ontario,4637,9,10,0.47,Prince Edward Island
Prince Edward Island,0,10,10,0.47,Prince Edward Island
Quebec,408,11,10,0.47,Prince Edward Island
Saskatchewan,113,12,10,0.47,Prince Edward Island
Yukon,20,13,10,0.47,Prince Edward Island
Alberta,11169,1,11,0.47,Quebec
British Columbia,11546,2,11,0.47,Quebec
Manitoba,2722,3,11,0.47,Quebec
New Brunswick,6004,4,11,0.47,Quebec
Newfoundland and Labrador,772,5,11,0.47,Quebec
Northwest Territories,238,6,11,0.47,Quebec
Nova Scotia,3859,7,11,0.47,Quebec
Nunavut,340,8,11,0.47,Quebec
Ontario,57655,9,11,0.47,Quebec
Prince Edward Island,922,10,11,0.47,Quebec
Quebec,0,11,11,0.47,Quebec
Saskatchewan,1203,12,11,0.47,Quebec
Yukon,339,13,11,0.47,Quebec
Alberta,30969,1,12,0.47,Saskatchewan
British Columbia,14588,2,12,0.47,Saskatchewan
Manitoba,4199,3,12,0.47,Saskatchewan
New Brunswick,640,4,12,0.47,Saskatchewan
Newfoundland and Labrador,280,5,12,0.47,Saskatchewan
Northwest Territories,160,6,12,0.47,Saskatchewan
Nova Scotia,1091,7,12,0.47,Saskatchewan
Nunavut,126,8,12,0.47,Saskatchewan
Ontario,15075,9,12,0.47,Saskatchewan
Prince Edward Island,203,10,12,0.47,Saskatchewan
Quebec,1201,11,12,0.47,Saskatchewan
Saskatchewan,0,12,12,0.47,Saskatchewan
Yukon,229,13,12,0.47,Saskatchewan
Alberta,1111,1,13,0.47,Yukon
British Columbia,1711,2,13,0.47,Yukon
Manitoba,80,3,13,0.47,Yukon
New Brunswick,115,4,13,0.47,Yukon
Newfoundland and Labrador,57,5,13,0.47,Yukon
Northwest Territories,187,6,13,0.47,Yukon
Nova Scotia,202,7,13,0.47,Yukon
Nunavut,34,8,13,0.47,Yukon
Ontario,731,9,13,0.47,Yukon
Prince Edward Island,33,10,13,0.47,Yukon
Quebec,233,11,13,0.47,Yukon
Saskatchewan,210,12,13,0.47,Yukon
Yukon,0,13,13,0.47,Yukon
Alberta,0,1,1,0.48,Alberta
British Columbia,81760,2,1,0.48,Alberta
Manitoba,7367,3,1,0.48,Alberta
New Brunswick,5190,4,1,0.48,Alberta
Newfoundland and Labrador,5076,5,1,0.48,Alberta
Northwest Territories,1652,6,1,0.48,Alberta
Nova Scotia,8759,7,1,0.48,Alberta
Nunavut,406,8,1,0.48,Alberta
Ontario,46365,9,1,0.48,Alberta
Prince Edward Island,1468,10,1,0.48,Alberta
Quebec,8157,11,1,0.48,Alberta
Saskatchewan,18781,12,1,0.48,Alberta
Yukon,971,13,1,0.48,Alberta
Alberta,86745,1,2,0.48,British Columbia
British Columbia,0,2,2,0.48,British Columbia
Manitoba,8002,3,2,0.48,British Columbia
New Brunswick,3253,4,2,0.48,British Columbia
Newfoundland and Labrador,1505,5,2,0.48,British Columbia
Northwest Territories,890,6,2,0.48,British Columbia
Nova Scotia,7513,7,2,0.48,British Columbia
Nunavut,187,8,2,0.48,British Columbia
Ontario,42749,9,2,0.48,British Columbia
Prince Edward Island,1224,10,2,0.48,British Columbia
Quebec,8465,11,2,0.48,British Columbia
Saskatchewan,8781,12,2,0.48,British Columbia
Yukon,1606,13,2,0.48,British Columbia
Alberta,18673,1,3,0.48,Manitoba
British Columbia,15402,2,3,0.48,Manitoba
Manitoba,0,3,3,0.48,Manitoba
New Brunswick,1027,4,3,0.48,Manitoba
Newfoundland and Labrador,355,5,3,0.48,Manitoba
Northwest Territories,140,6,3,0.48,Manitoba
Nova Scotia,1213,7,3,0.48,Manitoba
Nunavut,176,8,3,0.48,Manitoba
Ontario,20519,9,3,0.48,Manitoba
Prince Edward Island,206,10,3,0.48,Manitoba
Quebec,2952,11,3,0.48,Manitoba
Saskatchewan,5187,12,3,0.48,Manitoba
Yukon,107,13,3,0.48,Manitoba
Alberta,5256,1,4,0.48,New Brunswick
British Columbia,2372,2,4,0.48,New Brunswick
Manitoba,529,3,4,0.48,New Brunswick
New Brunswick,0,4,4,0.48,New Brunswick
Newfoundland and Labrador,1229,5,4,0.48,New Brunswick
Northwest Territories,144,6,4,0.48,New Brunswick
Nova Scotia,6679,7,4,0.48,New Brunswick
Nunavut,121,8,4,0.48,New Brunswick
Ontario,10579,9,4,0.48,New Brunswick
Prince Edward Island,1318,10,4,0.48,New Brunswick
Quebec,5815,11,4,0.48,New Brunswick
Saskatchewan,391,12,4,0.48,New Brunswick
Yukon,68,13,4,0.48,New Brunswick
Alberta,5785,1,5,0.48,Newfoundland and Labrador
British Columbia,1630,2,5,0.48,Newfoundland and Labrador
Manitoba,253,3,5,0.48,Newfoundland and Labrador
New Brunswick,1566,4,5,0.48,Newfoundland and Labrador
Newfoundland and Labrador,0,5,5,0.48,Newfoundland and Labrador
Northwest Territories,183,6,5,0.48,Newfoundland and Labrador
Nova Scotia,2691,7,5,0.48,Newfoundland and Labrador
Nunavut,154,8,5,0.48,Newfoundland and Labrador
Ontario,6515,9,5,0.48,Newfoundland and Labrador
Prince Edward Island,417,10,5,0.48,Newfoundland and Labrador
Quebec,762,11,5,0.48,Newfoundland and Labrador
Saskatchewan,337,12,5,0.48,Newfoundland and Labrador
Yukon,39,13,5,0.48,Newfoundland and Labrador
Alberta,2754,1,6,0.48,Northwest Territories
British Columbia,982,2,6,0.48,Northwest Territories
Manitoba,176,3,6,0.48,Northwest Territories
New Brunswick,206,4,6,0.48,Northwest Territories
Newfoundland and Labrador,318,5,6,0.48,Northwest Territories
Northwest Territories,0,6,6,0.48,Northwest Territories
Nova Scotia,329,7,6,0.48,Northwest Territories
Nunavut,188,8,6,0.48,Northwest Territories
Ontario,1024,9,6,0.48,Northwest Territories
Prince Edward Island,69,10,6,0.48,Northwest Territories
Quebec,323,11,6,0.48,Northwest Territories
Saskatchewan,251,12,6,0.48,Northwest Territories
Yukon,348,13,6,0.48,Northwest Territories
Alberta,8031,1,7,0.48,Nova Scotia
British Columbia,4857,2,7,0.48,Nova Scotia
Manitoba,670,3,7,0.48,Nova Scotia
New Brunswick,6434,4,7,0.48,Nova Scotia
Newfoundland and Labrador,2676,5,7,0.48,Nova Scotia
Northwest Territories,372,6,7,0.48,Nova Scotia
Nova Scotia,0,7,7,0.48,Nova Scotia
Nunavut,304,8,7,0.48,Nova Scotia
Ontario,16154,9,7,0.48,Nova Scotia
Prince Edward Island,2009,10,7,0.48,Nova Scotia
Quebec,2849,11,7,0.48,Nova Scotia
Saskatchewan,541,12,7,0.48,Nova Scotia
Yukon,123,13,7,0.48,Nova Scotia
Alberta,428,1,8,0.48,Nunavut
British Columbia,185,2,8,0.48,Nunavut
Manitoba,285,3,8,0.48,Nunavut
New Brunswick,140,4,8,0.48,Nunavut
Newfoundland and Labrador,216,5,8,0.48,Nunavut
Northwest Territories,268,6,8,0.48,Nunavut
Nova Scotia,322,7,8,0.48,Nunavut
Nunavut,0,8,8,0.48,Nunavut
Ontario,1506,9,8,0.48,Nunavut
Prince Edward Island,98,10,8,0.48,Nunavut
Quebec,394,11,8,0.48,Nunavut
Saskatchewan,133,12,8,0.48,Nunavut
Yukon,100,13,8,0.48,Nunavut
Alberta,84783,1,9,0.48,Ontario
British Columbia,66657,2,9,0.48,Ontario
Manitoba,19879,3,9,0.48,Ontario
New Brunswick,27002,4,9,0.48,Ontario
Newfoundland and Labrador,10505,5,9,0.48,Ontario
Northwest Territories,1411,6,9,0.48,Ontario
Nova Scotia,37521,7,9,0.48,Ontario
Nunavut,1346,8,9,0.48,Ontario
Ontario,0,9,9,0.48,Ontario
Prince Edward Island,7938,10,9,0.48,Ontario
Quebec,51099,11,9,0.48,Ontario
Saskatchewan,11082,12,9,0.48,Ontario
Yukon,1183,13,9,0.48,Ontario
Alberta,1838,1,10,0.48,Prince Edward Island
British Columbia,896,2,10,0.48,Prince Edward Island
Manitoba,99,3,10,0.48,Prince Edward Island
New Brunswick,1357,4,10,0.48,Prince Edward Island
Newfoundland and Labrador,275,5,10,0.48,Prince Edward Island
Northwest Territories,18,6,10,0.48,Prince Edward Island
Nova Scotia,1647,7,10,0.48,Prince Edward Island
Nunavut,33,8,10,0.48,Prince Edward Island
Ontario,4637,9,10,0.48,Prince Edward Island
Prince Edward Island,0,10,10,0.48,Prince Edward Island
Quebec,408,11,10,0.48,Prince Edward Island
Saskatchewan,113,12,10,0.48,Prince Edward Island
Yukon,20,13,10,0.48,Prince Edward Island
Alberta,11169,1,11,0.48,Quebec
British Columbia,11546,2,11,0.48,Quebec
Manitoba,2722,3,11,0.48,Quebec
New Brunswick,6004,4,11,0.48,Quebec
Newfoundland and Labrador,772,5,11,0.48,Quebec
Northwest Territories,238,6,11,0.48,Quebec
Nova Scotia,3859,7,11,0.48,Quebec
Nunavut,340,8,11,0.48,Quebec
Ontario,57655,9,11,0.48,Quebec
Prince Edward Island,922,10,11,0.48,Quebec
Quebec,0,11,11,0.48,Quebec
Saskatchewan,1203,12,11,0.48,Quebec
Yukon,339,13,11,0.48,Quebec
Alberta,30969,1,12,0.48,Saskatchewan
British Columbia,14588,2,12,0.48,Saskatchewan
Manitoba,4199,3,12,0.48,Saskatchewan
New Brunswick,640,4,12,0.48,Saskatchewan
Newfoundland and Labrador,280,5,12,0.48,Saskatchewan
Northwest Territories,160,6,12,0.48,Saskatchewan
Nova Scotia,1091,7,12,0.48,Saskatchewan
Nunavut,126,8,12,0.48,Saskatchewan
Ontario,15075,9,12,0.48,Saskatchewan
Prince Edward Island,203,10,12,0.48,Saskatchewan
Quebec,1201,11,12,0.48,Saskatchewan
Saskatchewan,0,12,12,0.48,Saskatchewan
Yukon,229,13,12,0.48,Saskatchewan
Alberta,1111,1,13,0.48,Yukon
British Columbia,1711,2,13,0.48,Yukon
Manitoba,80,3,13,0.48,Yukon
New Brunswick,115,4,13,0.48,Yukon
Newfoundland and Labrador,57,5,13,0.48,Yukon
Northwest Territories,187,6,13,0.48,Yukon
Nova Scotia,202,7,13,0.48,Yukon
Nunavut,34,8,13,0.48,Yukon
Ontario,731,9,13,0.48,Yukon
Prince Edward Island,33,10,13,0.48,Yukon
Quebec,233,11,13,0.48,Yukon
Saskatchewan,210,12,13,0.48,Yukon
Yukon,0,13,13,0.48,Yukon
Alberta,0,1,1,0.49,Alberta
British Columbia,81760,2,1,0.49,Alberta
Manitoba,7367,3,1,0.49,Alberta
New Brunswick,5190,4,1,0.49,Alberta
Newfoundland and Labrador,5076,5,1,0.49,Alberta
Northwest Territories,1652,6,1,0.49,Alberta
Nova Scotia,8759,7,1,0.49,Alberta
Nunavut,406,8,1,0.49,Alberta
Ontario,46365,9,1,0.49,Alberta
Prince Edward Island,1468,10,1,0.49,Alberta
Quebec,8157,11,1,0.49,Alberta
Saskatchewan,18781,12,1,0.49,Alberta
Yukon,971,13,1,0.49,Alberta
Alberta,86745,1,2,0.49,British Columbia
British Columbia,0,2,2,0.49,British Columbia
Manitoba,8002,3,2,0.49,British Columbia
New Brunswick,3253,4,2,0.49,British Columbia
Newfoundland and Labrador,1505,5,2,0.49,British Columbia
Northwest Territories,890,6,2,0.49,British Columbia
Nova Scotia,7513,7,2,0.49,British Columbia
Nunavut,187,8,2,0.49,British Columbia
Ontario,42749,9,2,0.49,British Columbia
Prince Edward Island,1224,10,2,0.49,British Columbia
Quebec,8465,11,2,0.49,British Columbia
Saskatchewan,8781,12,2,0.49,British Columbia
Yukon,1606,13,2,0.49,British Columbia
Alberta,18673,1,3,0.49,Manitoba
British Columbia,15402,2,3,0.49,Manitoba
Manitoba,0,3,3,0.49,Manitoba
New Brunswick,1027,4,3,0.49,Manitoba
Newfoundland and Labrador,355,5,3,0.49,Manitoba
Northwest Territories,140,6,3,0.49,Manitoba
Nova Scotia,1213,7,3,0.49,Manitoba
Nunavut,176,8,3,0.49,Manitoba
Ontario,20519,9,3,0.49,Manitoba
Prince Edward Island,206,10,3,0.49,Manitoba
Quebec,2952,11,3,0.49,Manitoba
Saskatchewan,5187,12,3,0.49,Manitoba
Yukon,107,13,3,0.49,Manitoba
Alberta,5256,1,4,0.49,New Brunswick
British Columbia,2372,2,4,0.49,New Brunswick
Manitoba,529,3,4,0.49,New Brunswick
New Brunswick,0,4,4,0.49,New Brunswick
Newfoundland and Labrador,1229,5,4,0.49,New Brunswick
Northwest Territories,144,6,4,0.49,New Brunswick
Nova Scotia,6679,7,4,0.49,New Brunswick
Nunavut,121,8,4,0.49,New Brunswick
Ontario,10579,9,4,0.49,New Brunswick
Prince Edward Island,1318,10,4,0.49,New Brunswick
Quebec,5815,11,4,0.49,New Brunswick
Saskatchewan,391,12,4,0.49,New Brunswick
Yukon,68,13,4,0.49,New Brunswick
Alberta,5785,1,5,0.49,Newfoundland and Labrador
British Columbia,1630,2,5,0.49,Newfoundland and Labrador
Manitoba,253,3,5,0.49,Newfoundland and Labrador
New Brunswick,1566,4,5,0.49,Newfoundland and Labrador
Newfoundland and Labrador,0,5,5,0.49,Newfoundland and Labrador
Northwest Territories,183,6,5,0.49,Newfoundland and Labrador
Nova Scotia,2691,7,5,0.49,Newfoundland and Labrador
Nunavut,154,8,5,0.49,Newfoundland and Labrador
Ontario,6515,9,5,0.49,Newfoundland and Labrador
Prince Edward Island,417,10,5,0.49,Newfoundland and Labrador
Quebec,762,11,5,0.49,Newfoundland and Labrador
Saskatchewan,337,12,5,0.49,Newfoundland and Labrador
Yukon,39,13,5,0.49,Newfoundland and Labrador
Alberta,2754,1,6,0.49,Northwest Territories
British Columbia,982,2,6,0.49,Northwest Territories
Manitoba,176,3,6,0.49,Northwest Territories
New Brunswick,206,4,6,0.49,Northwest Territories
Newfoundland and Labrador,318,5,6,0.49,Northwest Territories
Northwest Territories,0,6,6,0.49,Northwest Territories
Nova Scotia,329,7,6,0.49,Northwest Territories
Nunavut,188,8,6,0.49,Northwest Territories
Ontario,1024,9,6,0.49,Northwest Territories
Prince Edward Island,69,10,6,0.49,Northwest Territories
Quebec,323,11,6,0.49,Northwest Territories
Saskatchewan,251,12,6,0.49,Northwest Territories
Yukon,348,13,6,0.49,Northwest Territories
Alberta,8031,1,7,0.49,Nova Scotia
British Columbia,4857,2,7,0.49,Nova Scotia
Manitoba,670,3,7,0.49,Nova Scotia
New Brunswick,6434,4,7,0.49,Nova Scotia
Newfoundland and Labrador,2676,5,7,0.49,Nova Scotia
Northwest Territories,372,6,7,0.49,Nova Scotia
Nova Scotia,0,7,7,0.49,Nova Scotia
Nunavut,304,8,7,0.49,Nova Scotia
Ontario,16154,9,7,0.49,Nova Scotia
Prince Edward Island,2009,10,7,0.49,Nova Scotia
Quebec,2849,11,7,0.49,Nova Scotia
Saskatchewan,541,12,7,0.49,Nova Scotia
Yukon,123,13,7,0.49,Nova Scotia
Alberta,428,1,8,0.49,Nunavut
British Columbia,185,2,8,0.49,Nunavut
Manitoba,285,3,8,0.49,Nunavut
New Brunswick,140,4,8,0.49,Nunavut
Newfoundland and Labrador,216,5,8,0.49,Nunavut
Northwest Territories,268,6,8,0.49,Nunavut
Nova Scotia,322,7,8,0.49,Nunavut
Nunavut,0,8,8,0.49,Nunavut
Ontario,1506,9,8,0.49,Nunavut
Prince Edward Island,98,10,8,0.49,Nunavut
Quebec,394,11,8,0.49,Nunavut
Saskatchewan,133,12,8,0.49,Nunavut
Yukon,100,13,8,0.49,Nunavut
Alberta,84783,1,9,0.49,Ontario
British Columbia,66657,2,9,0.49,Ontario
Manitoba,19879,3,9,0.49,Ontario
New Brunswick,27002,4,9,0.49,Ontario
Newfoundland and Labrador,10505,5,9,0.49,Ontario
Northwest Territories,1411,6,9,0.49,Ontario
Nova Scotia,37521,7,9,0.49,Ontario
Nunavut,1346,8,9,0.49,Ontario
Ontario,0,9,9,0.49,Ontario
Prince Edward Island,7938,10,9,0.49,Ontario
Quebec,51099,11,9,0.49,Ontario
Saskatchewan,11082,12,9,0.49,Ontario
Yukon,1183,13,9,0.49,Ontario
Alberta,1838,1,10,0.49,Prince Edward Island
British Columbia,896,2,10,0.49,Prince Edward Island
Manitoba,99,3,10,0.49,Prince Edward Island
New Brunswick,1357,4,10,0.49,Prince Edward Island
Newfoundland and Labrador,275,5,10,0.49,Prince Edward Island
Northwest Territories,18,6,10,0.49,Prince Edward Island
Nova Scotia,1647,7,10,0.49,Prince Edward Island
Nunavut,33,8,10,0.49,Prince Edward Island
Ontario,4637,9,10,0.49,Prince Edward Island
Prince Edward Island,0,10,10,0.49,Prince Edward Island
Quebec,408,11,10,0.49,Prince Edward Island
Saskatchewan,113,12,10,0.49,Prince Edward Island
Yukon,20,13,10,0.49,Prince Edward Island
Alberta,11169,1,11,0.49,Quebec
British Columbia,11546,2,11,0.49,Quebec
Manitoba,2722,3,11,0.49,Quebec
New Brunswick,6004,4,11,0.49,Quebec
Newfoundland and Labrador,772,5,11,0.49,Quebec
Northwest Territories,238,6,11,0.49,Quebec
Nova Scotia,3859,7,11,0.49,Quebec
Nunavut,340,8,11,0.49,Quebec
Ontario,57655,9,11,0.49,Quebec
Prince Edward Island,922,10,11,0.49,Quebec
Quebec,0,11,11,0.49,Quebec
Saskatchewan,1203,12,11,0.49,Quebec
Yukon,339,13,11,0.49,Quebec
Alberta,30969,1,12,0.49,Saskatchewan
British Columbia,14588,2,12,0.49,Saskatchewan
Manitoba,4199,3,12,0.49,Saskatchewan
New Brunswick,640,4,12,0.49,Saskatchewan
Newfoundland and Labrador,280,5,12,0.49,Saskatchewan
Northwest Territories,160,6,12,0.49,Saskatchewan
Nova Scotia,1091,7,12,0.49,Saskatchewan
Nunavut,126,8,12,0.49,Saskatchewan
Ontario,15075,9,12,0.49,Saskatchewan
